timestamp,watts,bpm,cadence,speed,distance,altitude,temperature,latitide,longitude,torque,np,leftrightbalance,wattse
1525020495000,192,113,94,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020496000,173,113,94,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020497000,172,113,93,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020498000,178,114,93,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020499000,188,114,93,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020500000,193,114,94,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020501000,172,114,94,0,0,5.8,17,51.1774850171,3.9330649842,17,176,,
1525020502000,183,114,94,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020503000,178,114,94,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020504000,196,115,94,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020505000,184,115,95,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020506000,200,115,95,0,0,5.8,17,51.1774850171,3.9330649842,20,176,,
1525020507000,189,115,96,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020508000,196,116,97,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020509000,198,116,97,0,0,5.8,17,51.1774850171,3.9330649842,19,176,,
1525020510000,191,117,97,0,0,5.8,17,51.1774850171,3.9330649842,18,176,,
1525020511000,194,117,97,0,0,5.8,17,51.1774850171,3.9330649842,19,177,,
1525020512000,185,117,97,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020513000,184,117,96,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020514000,203,118,97,0,0,5.8,17,51.1774850171,3.9330649842,19,177,,
1525020515000,195,118,98,0,0,5.8,17,51.1774850171,3.9330649842,19,177,,
1525020516000,205,118,99,0,0,5.8,17,51.1774850171,3.9330649842,19,177,,
1525020517000,188,118,99,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020518000,186,119,99,0,0,5.8,17,51.1774850171,3.9330649842,17,177,,
1525020519000,186,120,98,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020520000,193,120,98,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020521000,190,120,99,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020522000,194,120,99,0,0,5.8,17,51.1774850171,3.9330649842,18,177,,
1525020523000,190,120,99,0,0,5.8,17,51.1774850171,3.9330649842,18,178,,
1525020524000,188,120,99,0,0,5.8,17,51.1774850171,3.9330649842,18,178,,
1525020525000,193,120,98,0,0,5.8,17,51.1774850171,3.9330649842,18,178,,
1525020526000,203,120,99,0,0,5.8,17,51.1774850171,3.9330649842,19,178,,
1525020527000,187,120,98,0,0,5.8,17,51.1774850171,3.9330649842,18,178,,
1525020528000,176,120,98,0,0,5.8,17,51.1774850171,3.9330649842,17,178,,
1525020529000,142,120,95,0,0,5.8,17,51.1774850171,3.9330649842,14,178,,
1525020530000,93,120,90,0,0,5.8,17,51.1774850171,3.9330649842,9,178,,
1525020531000,22,119,51,0,0,5.8,17,51.1774850171,3.9330649842,4,178,,
1525020532000,0,119,3,0,0,5.8,17,51.1774850171,3.9330649842,0,178,,
1525020533000,,118,0,0,0,5.8,17,51.1774850171,3.9330649842,,,,
1525020534000,,117,0,0,0,5.8,17,51.1774850171,3.9330649842,,,,
1525020535000,,116,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020536000,,115,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020537000,,114,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020538000,,113,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020539000,,113,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020540000,,112,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020541000,,112,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020542000,,111,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020543000,,111,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020544000,,109,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020545000,,106,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020546000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020547000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020548000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
1525020549000,,104,0,0,0,5.8,18,51.1774850171,3.9330649842,,,,
